id,name,category,verificationStatus,address,lat,lng,rating,userRatingCount,website,phone
ChIJs5CBlukR2jER-uyFhQ2NFbU,"Lot One",mall,needs_check,"21 Choa Chu Kang Ave 4, Singapore 689812",1.3851168999999999,103.7449142,4.1,7854,"https://www.capitaland.com/sg/malls/lotone/en.html","6314 6200"
ChIJUzbaYws82jERXHKMRlUKIug,"Changi Beach Park",park,needs_check,"Nicoll Dr, Singapore 498991",1.3912863,103.99054640000001,4.5,7693,"","1800 471 7300"
ChIJB14IQoMZ2jERyjiLXouuJe0,"Great World",mall,needs_check,"1 Kim Seng Promenade, Singapore 237994",1.2936417,103.8319293,4.3,7673,"https://shop.greatworld.com.sg/","6737 3855"
ChIJTzOjnDcW2jERHyoyj5LFmQ4,"Hougang Mall",mall,needs_check,"90 Hougang Ave 10, Singapore 538766",1.372455,103.89382769999999,4,7549,"http://www.hougangmall.com.sg/","6488 9617"
ChIJ7egDUyI92jERegSiojEDekc,"Eastpoint Mall",mall,needs_check,"3 Simei Street 6, Singapore 528833",1.3427145,103.9530415,4.1,7534,"http://www.eastpoint.sg/","6587 7200"
ChIJxzbY1z4Q2jER7drH__TXbOI,"West Mall",mall,needs_check,"1 Bt Batok Central, Singapore 658713",1.3500565,103.749223,4.1,7451,"http://www.westmall.com.sg/","6309 1166"
ChIJ83SVew0Z2jERsfl0iOB4Pco,"My Awesome Cafe",cafe,needs_check,"202 Telok Ayer St, Singapore 068639",1.2801094000000002,103.8472056,4.7,7335,"http://www.myawesomecafe.com/","8798 1783"
ChIJQ8uk4vwa2jERqMrT6OFBMuw,"West Coast Park",park,needs_check,"W Coast Ferry Rd, Singapore 126978",1.2913603,103.7666534,4.4,6930,"https://www.nparks.gov.sg/gardens-parks-and-nature/parks-and-nature-reserves/west-coast-park","1800 471 7300"
ChIJRwKG2mQW2jER13VL9P5QOws,"The Seletar Mall",mall,needs_check,"33 Sengkang W Ave, Singapore 797653",1.3915208,103.8760834,4.2,6814,"https://theseletarmall.com.sg/","6341 6252"
ChIJQyaM-6892jER4DhQn_hqaYE,"White Sands",mall,needs_check,"1 Pasir Ris Central St 3, Singapore 518457",1.3724166,103.9496584,4.1,6717,"http://www.whitesands.com.sg/","6585 0606"
ChIJNTlhccg92jERBftThrByZK0,"Pasir Ris Town Park",park,needs_check,"Along, Pasir Ris Central, Opposite MRT Station, Singapore 519639",1.3720588,103.95268000000002,4.4,6336,"","1800 471 7300"
ChIJWQLwKP0P2jER-AOMrDbkIW8,"Jurong Lake Gardens",park,needs_check,"Yuan Ching Rd, Singapore",1.3348491999999998,103.72645569999999,4.6,6318,"https://www.nparks.gov.sg/juronglakegardens",""
ChIJo_z7IqkZ2jERE1tkSZmYR8o,"Millenia Walk",mall,needs_check,"9 Raffles Blvd, Singapore 039596",1.2916585,103.85976289999999,4.2,6117,"http://www.milleniawalk.com/","6883 1122"
ChIJyyaE0q4e2jERSZ9xGmqPcI0,"Sofitel Singapore Sentosa",hotel,needs_check,"2 Bukit Manis Rd, Sentosa, Singapore 099891",1.2457019,103.8277056,4.3,6042,"http://sofitel.accor.com/hotels/9474?merchantid=seo-maps-SG-9474&sourceid=aw-cen&utm_source=google+Maps&utm_medium=seo+maps&utm_campaign=seo+maps&utm_term=Sofitel-Launch","6708 8310"
ChIJHYe2MX0T2jER6vve5JwvRvw,"Sun Plaza",mall,needs_check,"30 Sembawang Dr, Singapore 757713",1.4481944999999998,103.81962469999999,4,6033,"https://www.sunplaza.com.sg/","6481 4458"
ChIJe3kTN6MR2jERr5FbmFCuxPI,"Bukit Panjang Plaza",mall,needs_check,"1 Jelebu Rd, Singapore 677743",1.3800396,103.7642339,4.2,5850,"http://www.bukitpanjangplaza.com.sg/",""
ChIJJ9TgVLwU2jERIYaBgBL-vn0,"Sembawang Park",park,needs_check,"Sembawang Rd, Singapore",1.4616658999999999,103.8368876,4.4,5829,"https://www.nparks.gov.sg/contact-us","1800 471 7300"
ChIJRZ1c0JYZ2jER6cpyNpOyf3M,"The Centrepoint",mall,needs_check,"176 Orchard Rd, Singapore 238843",1.3012253,103.83986519999999,4.1,5815,"http://www.thecentrepoint.com.sg/","6737 9000"
ChIJc4rrRyMa2jERC31T5xHBk0o,"PS.Cafe Harding Road",cafe,needs_check,"28B Harding Rd, Singapore 249549",1.3047585,103.8110071,4.4,5769,"http://www.pscafe.com/pscafe-at-harding-road/?utm_source=google&utm_medium=organic&utm_campaign=gmb","6708 9288"
ChIJU8zODXwZ2jERNsDnX0rcqpQ,"PLQ Mall",mall,needs_check,"10 Paya Lebar Rd, Singapore 409057",1.3176666,103.89316269999999,4.4,5678,"https://www.payalebarquarter.com/","6955 8800"
ChIJbV9Xho0Z2jERrixofz0u32Q,"TANGS at Tang Plaza",mall,needs_check,"310 Orchard Rd, Tang Plaza, Singapore 238864",1.3047955,103.8329225,4.3,5478,"https://www.tangs.com/","6737 5500"
ChIJZRZ9yroZ2jER4R3Hm0_9Phs,"InterContinental Singapore",hotel,needs_check,"80 Middle Rd, Singapore 188966",1.2984504,103.85486499999999,4.6,5381,"https://www.ihg.com/intercontinental/hotels/us/en/singapore/sinhb/hoteldetail?cm_mmc=GoogleMaps-_-IC-_-SG-_-SINHB","6338 7366"
ChIJUx8eOEE92jERmp8crTVcq-8,"Cosford Container Park",park,needs_check,"30 Cosford Rd, Singapore 499550",1.3652545,103.98123179999999,4.8,5376,"https://cosfordcontainerpark.com/","8032 5336"
ChIJ5-zrBoEU2jERhLnuZ0bgvUw,"Sembawang Shopping Centre",mall,needs_check,"604 Sembawang Rd, Singapore 758459",1.4416149999999999,103.8246417,4,5302,"http://www.sembawangsc.com.sg/","6757 8000"
ChIJRX3v4ecZ2jERD0BlqjhXKCc,"United Square Shopping Mall",mall,needs_check,"101 Thomson Rd, Singapore 307591",1.3171849,103.8436045,4.1,5051,"http://www.unitedsquare.com.sg/","6251 5885"
ChIJjRyU93IY2jERVeVw3ZFo-is,"i12 Katong",mall,needs_check,"112 E Coast Rd, Singapore 428802",1.3052432999999999,103.9052341,4,4766,"https://i12katong.com.sg/","6306 3272"
ChIJe0cEPoIS2jERs_rS2qvGOxw,"Sungei Buloh Wetland Reserve",park,needs_check,"301 Neo Tiew Cres, Singapore 718925",1.4464304,103.723404,4.6,4613,"https://www.nparks.gov.sg/sbwr","6794 1401"
ChIJdeB0FI0Z2jERfMMx7jtAfsg,"YOTEL Singapore Orchard Road",hotel,needs_check,"366 Orchard Rd, Singapore 238904",1.3058933,103.8309201,4.3,4557,"https://www.yotel.com/en/hotels/yotel-singapore?utm_source=Google&utm_medium=Yext_YOSOR","6866 8000"
ChIJwz3yHMEb2jERHclcbs5KL4A,"Alexandra Retail Centre (ARC)",mall,needs_check,"460 Alexandra Rd, Singapore 119963",1.2739139,103.8015008,4.1,4525,"http://www.arc4u.com.sg/","6807 4438"
ChIJ7xZ3TVUZ2jERfjDHnlIvir8,"Amara Sanctuary Sentosa",hotel,needs_check,"Sentosa Island, 1 Larkhill Rd, Singapore 099394",1.2520799000000002,103.822159,4.3,4478,"https://sentosa.amarahotels.com/","6825 3888"
ChIJjS4cuwoZ2jERCTeN-k9LUIE,"Paradox Singapore",hotel,needs_check,"20 Merchant Rd, Singapore 058281",1.2884308,103.8458053,4.4,4463,"https://www.paradoxhotels.com/singapore/?utm_source=local-directories&utm_medium=organic&utm_campaign=travelclick-localconnect","6337 2288"
ChIJfZmGM5EZ2jERgDzwv5rdA-U,"Orchard Gateway",mall,needs_check,"277 Orchard Rd, Singapore 238858",1.3007001999999999,103.8394225,4.3,4288,"https://www.orchardgateway.sg/","6513 4633"
ChIJoavrZ-cZ2jEROHbTzqYlVM4,"Square 2",mall,needs_check,"10 Sinaran Dr, #02-04, Singapore 307506",1.3208322,103.8441474,4.1,4138,"https://www.fareastmalls.com.sg/Square-2/",""
ChIJNRelbgMT2jERD6Ak-zoK23U,"Admiralty Park",park,needs_check,"31 Riverside Rd, Singapore 730000",1.4465534999999998,103.78065649999999,4.5,4041,"https://www.nparks.gov.sg/visit/parks/park-detail/admiralty-park","1800 471 7300"
ChIJlXvHK9MV2jERDfpqKEaKw4U,"Wildseed Café at The Summerhouse",cafe,needs_check,"3 Park Ln, Level 1A Seletar Aerospace Drive, Singapore 798387",1.4079884999999999,103.86830669999999,4.3,4011,"https://www.wildseedcafe.sg/the-summerhouse","8126 7524"
ChIJJemS1tIV2jERDIQYdg9cohs,"Wheeler's Estate",cafe,needs_check,"2 Park Ln, Singapore 798386",1.4093057,103.86805869999999,4.1,3951,"http://wheelersestate.com/","9735 7332"
ChIJi090zPwS2jERiJCqFWoP8Z4,"Woodlands Waterfront Park",park,needs_check,"Admiralty Rd W, Singapore 759956",1.4530529,103.78048009999999,4.5,3902,"https://www.nparks.gov.sg/contact-us","1800 471 7300"
ChIJw62n3Vo92jERl8c1cg9hXzE,"Bedok Reservoir Park",park,needs_check,"760 Bedok Reservoir Rd, Singapore 479245",1.3391412999999999,103.922706,4.5,3858,"https://www.nparks.gov.sg/contact-us","1800 471 7300"
ChIJVc5t64gU2jERI8c3Wc4E65s,"B2K Pet Care",supplies,verified,"15 Yishun Industrial Street 1, #05-25 Win 5, Singapore 768091",1.4377703000000002,103.8442388,4.9,3853,"https://www.b2kpet.com/","6455 3696"
ChIJpeuce8sb2jERad66-Hwmus8,"Queensway Shopping Center",mall,needs_check,"1 Queensway, Shopping Centre, Singapore 149053",1.2875231,103.80310630000001,4.2,3796,"https://queenswayshoppingcentre.com.sg/",""
ChIJcxlLrHAZ2jERm05zyojvrQU,"MERCI MARCEL TIONG BAHRU",cafe,needs_check,"56 Eng Hoon St, #01-68, Singapore 160056",1.2844364000000001,103.8336932,4.7,3610,"http://mercimarcelgroup.com/","6513 9145"
ChIJmXU4W4oZ2jERDul4uxP0pYc,"Tanglin Mall",mall,needs_check,"163 Tanglin Rd, Singapore 247933",1.3048319,103.8234545,4.2,3566,"http://www.tanglinmall.com.sg/","6736 4922"
ChIJubOCU5Yb2jERxJK090o7Po4,"The Dempsey Project",cafe,needs_check,"Block 9 Dempsey Rd, #01-12, Singapore 247697",1.3037485,103.80997239999999,4.5,3555,"https://thedempseyproject.com/","6475 2005"
ChIJC_JDKDAX2jERK0VIm3J7qZI,"Thomson Plaza",mall,needs_check,"301 Upper Thomson Rd, #01-84, Singapore 574408",1.3548586,103.83089059999999,4.1,3541,"https://www.thomsonplaza.com.sg/","6454 9133"
ChIJ7aoYFPg92jER2jM2zMAKjrY,"Whisk & Paddle",cafe,needs_check,"10 Tebing Ln, Singapore 828836",1.3931753999999998,103.9172983,4.1,3490,"http://www.whiskandpaddle.com.sg/","6242 4617"
ChIJO1VVxd8b2jERTvL6uurcNWY,"Southern Ridges",park,needs_check,"Singapore",1.2790199,103.8094952,4.6,3391,"","1800 471 7300"
ChIJ4aswsUUj2jERGGfTPlHZjys,"PS.Cafe East Coast Park",cafe,needs_check,"1110 ECP, Singapore 449880",1.3041648,103.9243163,4.3,3382,"https://www.pscafe.com/pscafe-east-coast-park/?utm_source=google&utm_medium=organic&utm_campaign=gmb","6708 9288"
ChIJZdlKPGAX2jERZlOP1cN5tpE,"Zhongshan Mall",mall,needs_check,"20 Ah Hood Rd, Singapore 329984",1.3270617999999998,103.8464431,4.1,3357,"https://zhongshanmall.com.sg/","6250 2200"
ChIJ34RyshcY2jERneNcLqsPK3o,"City Plaza",mall,needs_check,"810 Geylang Rd, Singapore 409286",1.3147665,103.8934127,4,3312,"","6748 0997"
ChIJqbrxYIwZ2jERV9rTVcsl1Lk,"Four Seasons Hotel Singapore",hotel,needs_check,"190 Orchard Blvd, Singapore 248646",1.3050876999999999,103.828718,4.6,3285,"https://www.fourseasons.com/singapore/?utm_source=google&utm_medium=organicsearch&utm_campaign=tor-sin-hre-mid-seo-na&utm_content=na-na&utm_term=na","6734 1110"
ChIJC_hOgcgb2jERfF9HNB10xfI,"HortPark",park,needs_check,"33 Hyderabad Rd, Singapore 119578",1.2791306999999998,103.7998185,4.5,3252,"https://www.nparks.gov.sg/contact-us",""
ChIJs3oprUQQ2jERp8A9mbkPZJE,"Bukit Batok Nature Park",park,needs_check,"Cnr Bukit Batok East Avenue 2, Bukit Batok East Ave 6, and, Singapore 659761",1.3485421,103.7641994,4.5,3251,"https://www.nparks.gov.sg/contact-us","1800 471 7300"
ChIJ--NsrnAZ2jER-Ry6WJB26Uo,"Tiong Bahru Bakery",cafe,needs_check,"56 Eng Hoon St, #01-70, Singapore 160056",1.2844540000000002,103.83365309999999,4.3,3235,"http://www.tiongbahrubakery.com/","6220 3430"
ChIJIf-M9qAT2jERd0qCLuYmM3E,"888 Plaza",mall,needs_check,"888 Woodlands Drive 50, Singapore 730888",1.438178,103.7955224,4.1,3185,"",""
ChIJczapiXAY2jERyMUTyS6JI8w,"Parkland Green",park,needs_check,"920 ECP, Singapore 449875",1.2992097,103.90673509999999,4.5,3146,"http://www.nparks.gov.sg/",""
ChIJ_xfz16Ib2jERwahhZCQySeY,"Legendary Classics by Legendary Hong Kong",cafe,needs_check,"10A Rochester Park, Rochester Dr, Singapore 139258",1.3065846,103.7871804,4.6,3145,"https://inline.app/booking/-N5Y84DjtPch9cU5t-oo:inline-live-2/-N5Y84_CKUgVXEUULhxc","9665 2119"
ChIJdVshco0Z2jER5H03m10YGas,"Shaw Centre",mall,needs_check,"1 Scotts Rd, Singapore 228208",1.3062932,103.8318472,4.2,3143,"http://www.shawcentre.sg/","6887 5881"
ChIJX7mN2wwb2jERmHzuEpJh7g8,"Wildseed Café at The Alkaff Mansion",cafe,needs_check,"10 Telok Blangah Green, Singapore 109178",1.2788834999999998,103.8131554,4.5,3103,"https://www.wildseedcafe.sg/the-alkaff-mansion","8126 8484"
ChIJK87QRl8b2jER4w0oyVfOi7A,"Burnt Cones Gelato (Sunset Way)",cafe,needs_check,"105 Clementi Street 12, #01-02, Singapore 120105",1.3223786,103.77015329999999,4.7,3092,"http://www.burntcones.com/","9711 1097"
ChIJCwc9Ib0Z2jERGKkaxcJzE0c,"The Cathay",mall,needs_check,"2 Handy Rd, Singapore 229233",1.2995082999999998,103.84777779999999,4.1,3063,"http://thecathay.com.sg/","6337 8181"
ChIJIdel7DsW2jERWep5ioblaeg,"Punggol Park",park,needs_check,"Hougang Ave 10, Singapore 538768",1.3777013999999999,103.89765829999999,4.4,3035,"","1800 471 7300"
ChIJp9nArsUZ2jERhPjbbk1t4Mg,"Brunches Cafe",cafe,needs_check,"96 Rangoon Rd, Singapore 218381",1.3146643999999998,103.8540603,4.7,3033,"http://brunches.sg/","8685 8488"
ChIJT3fdLZwZ2jERJx-QGgPAoac,"Common Man Coffee Roasters - Martin Road",cafe,needs_check,"22 Martin Rd, #01-00, Singapore 239058",1.2918600999999998,103.8384226,4.4,3016,"https://commonmancoffeeroasters.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb_martin_road","6836 4695"
ChIJWZqClhE92jERj-lD2j6Dk04,"Swensen's @ Tampines Mall",mall,needs_check,"4 Tampines Central 5, #03 - 30, Singapore 529510",1.3525814,103.9452074,4.3,3001,"http://www.swensens.com.sg/","6781 5489"
ChIJSX0T2lMQ2jERa6Ixq0d5hkA,"The Rail Mall",mall,needs_check,"Upper Bukit Timah Rd, Fuyong Estate, Singapore 678040",1.3580838,103.7679036,4.1,2981,"http://www.railmall.com.sg/","6507 0180"
ChIJNzPuIxsX2jERCubjluZTnUk,"Canopy Jurong Lake Gardens",cafe,needs_check,"70 Yuan Ching Rd, #01-02, Singapore 619675",1.3381889999999999,103.7279994,4.1,2954,"http://www.canopygardendining.com/","6556 1533"
ChIJo7TzxRkV2jERIHtqiVMqOo4,"Oasis Terraces",mall,needs_check,"681 Punggol Dr., Singapore 820681",1.4026300999999999,103.91292469999999,4.3,2952,"https://www.facebook.com/OasisTerraces/",""
ChIJDzdfen4V2jERZlXifr5hQjA,"Xin Yan Korean Live Show BBQ",cafe,needs_check,"500 New Punggol Rd, #01-08, Singapore 828617",1.4208268,103.9123599,4.8,2922,"https://www.xinyan-livehouse.sg/","8901 0108"
ChIJ04fGxckj2jERlkiNn_xBbbM,"Fico",cafe,needs_check,"1300 East Coast Parkway, East Coast Park Area F, Singapore 468964",1.3104434999999999,103.94609229999999,4.5,2911,"https://www.ficomasseria.com/","8121 7208"
ChIJt7GJ6hAQ2jERDATp0s8ttmg,"Aiman Cafe",cafe,needs_check,"235 Jurong East Street 21, Singapore 600235",1.3399969000000003,103.7422296,4.2,2855,"https://www.instagram.com/aimancafe/",""
ChIJRfjvYMkP2jERIzYiCJo-PYo,"Eden | Chinese Garden | Halal-Certified",cafe,needs_check,"70B Yuan Ching Rd, #01-04 Beside Cloud Pagoda, Singapore 619629",1.3398183000000001,103.73076979999999,4.6,2842,"https://edencafe.sg/","9863 0516"
ChIJDVvGO8kZ2jERoThpnZ1p97s,"Chye Seng Huat Hardware",cafe,needs_check,"150 Tyrwhitt Rd, Singapore 207563",1.3116043,103.8603144,4.3,2795,"http://www.cshhcoffee.com/","6299 4321"
ChIJQe8Ik4wZ2jERM78XCNBVhe0,"Forum The Shopping Mall",mall,needs_check,"583 Orchard Rd, Singapore 238884",1.3061667,103.8284991,4,2777,"http://forumtheshoppingmall.com.sg/","6732 2469"
ChIJu_HcsWkT2jERPmZC8IBZG6Q,"Marsiling Mall Hawker Centre",mall,needs_check,"4 Woodlands Street 12, Level 1, Singapore 738623",1.4335076,103.7798639,4.1,2776,"https://www.mysam.sg/index.jsp",""
ChIJ9Tid70cX2jER25wO8UWHTyk,"BYD Zhongshan Park 1826",cafe,needs_check,"1 Jln Rajah, #01-02 & 03, Singapore 329133",1.3274816999999999,103.847223,4.7,2757,"https://byd.1826.sg/restaurant/zhongshan-park","8031 5136"
ChIJIx9JFzkb2jERveKPno-5iNo,"Chimichanga Holland Village",cafe,needs_check,"3 Lor Liput, #01-02/03 Holland Piazza, Singapore 277725",1.310808,103.79520409999999,4.6,2738,"https://www.chimichanga.sg/","6974 7186"
ChIJ0WTbHdkZ2jERkBlXk8mf1r0,"Holiday Inn Express & Suites Singapore Novena by IHG",hotel,needs_check,"201 Balestier Rd, Singapore 329926",1.3201291,103.8525169,4.7,2734,"https://www.ihg.com/singapore-singapore?cm_mmc=GoogleMaps-_-EX-_-SG-_-SINOV","6355 9988"
ChIJq5L1VBUZ2jERq4uagSkFzvs,"NekoTown Cat Cafe",cafe,needs_check,"658 Geylang Rd, Singapore 389588",1.3144004,103.8898503,4.9,2717,"https://nekotownsg.com/","8683 4567"
ChIJqXtKrnIT2jER7Gg-cMTC1PE,"Woodlands Mart",mall,needs_check,"768 Woodlands Ave 6, Singapore 730768",1.4454882999999998,103.79799,4.1,2666,"",""
ChIJF75fVaoe2jERZYVUuHEz-lQ,"Capella Singapore",hotel,needs_check,"1 The Knolls, Sentosa Island, Singapore 098297",1.2497222,103.8241667,4.7,2659,"https://www.capellahotels.com/en/capella-singapore?utm_source=google&utm_medium=organic&utm_campaign=gbpcapella_singapore","6377 8888"
ChIJBVVBo_EV2jER-jKR3Hy6qUk,"Punggol Waterway Park",park,needs_check,"Sentul Cres, Singapore 821313",1.4111376999999998,103.90446209999999,4.5,2621,"https://www.nparks.gov.sg/contact-us","1800 471 7300"
ChIJL9EqqjAj2jERtpYeN4Ku0CQ,"Stella Seaside Lounge",cafe,needs_check,"11 Changi Coast Walk, Singapore 499740",1.3160615,103.9774041,4.2,2580,"http://www.stella.com.sg/","6214 9168"
ChIJ67mVKpcP2jERmahUvC-ZIwc,"Pioneer Mall",mall,needs_check,"638 Jurong West Street 61, Singapore 640638",1.3418698999999998,103.69738579999999,4,2556,"",""
ChIJl0gztCwU2jEREJMD-bby0iI,"YOUNGS Restaurant & Bar",cafe,needs_check,"3 Hyde Park Gate, Seletar Aerospace Park, Singapore 799531",1.4070942,103.8675995,4.2,2551,"https://www.youngs.com.sg/","8818 3348"
ChIJ3Zrkj1IQ2jER7alm3mrpVPQ,"HillV2",mall,needs_check,"4 Hillview Rise, Singapore 667979",1.363354,103.7643204,4.1,2545,"https://www.fareastmalls.com.sg/hillv2",""
ChIJqVUlbe0P2jER-8gqnsq4eNk,"Jurong Central Park",park,needs_check,"Junction off Jalan Boon Lay & Boon Lay Way, Singapore 609961",1.3377938,103.7078525,4.3,2519,"","1800 471 7300"
