id,name,categories,address,lat,lng,rating,userRatingCount,website,phone
ChIJb20nHg8Q2jERuBnOGGnuq-s,"Jem","mall","50 Jurong Gateway Rd, Singapore 608549",1.332647,103.7433111,4.3,17610,"http://www.jem.sg/","6225 5536"
ChIJ9UKUtjsZ2jER-VszUURb3LI,"Marina Square","mall","6 Raffles Blvd, Singapore 039594",1.2911534,103.8576778,4.4,17404,"http://www.marinasquare.com.sg/",""
ChIJ_7pt85EZ2jERPfKpmuwrzys,"Ngee Ann City","mall","391A Orchard Rd, Singapore 238873",1.3025571999999999,103.83456799999999,4.4,16121,"http://www.ngeeanncity.com.sg/","6733 0337"
ChIJT80kwuYW2jERhogn4ZW0fG4,"AMK Hub","mall","53 Ang Mo Kio Ave 3, Singapore 569933",1.3690023,103.8481594,4.2,15053,"https://www.amkhub.com.sg/","6753 9000"
ChIJR80Wwcoi2jER8yMuAZodQFk,"Bedok Mall","mall","311 New Upper Changi Rd, Singapore 467360",1.3247162,103.92934299999999,4.2,14838,"https://www.capitaland.com/sg/malls/bedokmall/en.html",""
ChIJLTCPpuQV2jERYMYF_2uprDE,"Waterway Point","mall","83 Punggol Central, Singapore 828761",1.4064412,103.9020846,4.4,14770,"http://www.waterwaypoint.com.sg/","6812 7300"
ChIJhXSb5-Dx0TERyKwfXu_R9LE,"Dataran Pahlawan Melaka Megamall","mall","Jln Merdeka, Banda Hilir, 75000 Melaka, Malaysia",2.1899761,102.25042909999999,4.2,14738,"http://www.dataranpahlawan.com/","06-281 2898"
ChIJ82AoVA8Q2jERkHnr1RPW9B4,"Westgate","mall","3 Gateway Dr, Singapore 608532",1.334382,103.7427836,4.3,14718,"https://www.capitaland.com/sg/malls/westgate/en.html","6908 3737"
ChIJsWodKDtoK4cRCM8FvBPSgtA,"Arrowhead Towne Center","mall","7700 W Arrowhead Towne Center, Glendale, AZ 85308, USA",33.6420107,-112.22534929999999,4.4,14707,"https://www.arrowheadtownecenter.com/?utm_source=google&utm_medium=onlinesearch&utm_content=gmp_website_button&utm_campaign=yext","(623) 979-7777"
ChIJBTs97HHMRIYRIAQ_ZGynxHc,"The Domain","mall","11410 Century Oaks Terrace, Austin, TX 78758, USA",30.4020649,-97.7258829,4.5,14325,"https://www.simon.com/mall/the-domain","(512) 795-4230"
ChIJl_sOMpIZ2jERKgmuCf4FCs0,"Paragon","mall","290 Orchard Rd, Singapore 238859",1.3039633,103.8360565,4.4,14006,"https://www.paragon.com.sg/",""
ChIJi9z06QuJ2TERIUtp9YifElU,"Batam City Square Mall","mall","42M6+24P, Jl. Bunga Raya, Batu Selicin, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29444, Indonesia",1.1325887,104.0103355,4.4,13731,"","(0778) 7435500"
ChIJg0iEvagT2jERLpza72gaJ08,"Causeway Point","mall","1 Woodlands Sq, Singapore 738099",1.4360933,103.78594710000002,4.3,13688,"https://www.causewaypoint.com.sg/","6894 2237"
ChIJo47c6KSFbIcRX_w1_056FZI,"Park Meadows","mall","8401 Park Meadows Center Dr, Lone Tree, CO 80124, USA",39.562641,-104.876604,4.5,13519,"https://www.parkmeadows.com/en.html","(303) 792-2999"
ChIJb-ErmBYX2jERBl1gF7cPIj4,"Junction 8","mall","9 Bishan Pl, Singapore 579837",1.3506808,103.8487631,4.2,13359,"http://junction8.com.sg/",""
ChIJPyKq0o082jERd1bghvwiadU,"Changi City Point","mall","5 Changi Business Park Central 1, Singapore 486038",1.3342732,103.96273869999999,4.3,12381,"http://www.changicitypoint.com.sg/",""
ChIJwSNJ77oZ2jERuX8Bl5bU2tI,"Bugis+","mall","201 Victoria St, Singapore 188067",1.2995955,103.8542191,4.3,12300,"http://www.bugisplus.com.sg/en/",""
ChIJg6KI8ZEZ2jER9W7OwvUXPRs,"Takashimaya Shopping Centre","mall","391 Orchard Rd, Singapore 238872",1.3024048,103.8347024,4.5,11965,"https://www.takashimayasc.com.sg/","6738 1111"
ChIJ1d2SceBwK4cRND_CfkHy2qE,"Desert Ridge Marketplace","mall","21001 N Tatum Blvd, Phoenix, AZ 85050, USA",33.6762528,-111.97307839999999,4.6,11748,"http://shopdesertridge.com/","(480) 513-7586"
ChIJJbxU-5WJ2TERxAjKDa3YwOk,"Grand Batam Mall","mall","Jl. Pembangunan, Batu Selicin, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29444, Indonesia",1.1357259,104.00690630000001,4.7,11585,"https://www.instagram.com/grandbatam/","(0778) 4888800"
ChIJVSYjJKIZ2jERpRFinATD52s,"Fort Canning Park","park","Singapore",1.2943875999999999,103.8458033,4.6,11489,"https://www.nparks.gov.sg/visit/parks/park-detail/fort-canning-park","1800 471 7300"
ChIJ18C-mwoZ2jERlpSawcucgk0,"Clarke Quay Central","mall","6 Eu Tong Sen St, Singapore 059817",1.2890252,103.8466098,4.3,11147,"https://www.fareastmalls.com.sg/Clarke-Quay-Central/",""
ChIJq8UGJo4a2jER0ypiQDLiXpg,"The Clementi Mall","mall","3155 Commonwealth Ave W, Singapore 129588",1.314918,103.76430889999999,4.1,10604,"https://www.theclementimall.com/","6659 4118"
ChIJ5QaXI4kZ2jER6yB_aFocFMw,"LAMY RAFFLES CITY","mall","252 N Bridge Rd, B1-K7 Raffles City, Singapore 179103",1.2940099999999999,103.85314729999999,4.4,10468,"http://rafflescity.com.sg/","6318 0238"
ChIJX4Jmj5B-bIcR48cSaPW_jR0,"Cherry Creek Shopping Center","mall","3000 E 1st Ave, Denver, CO 80206, USA",39.7168183,-104.9526302,4.2,10379,"https://www.simon.com/mall/cherry-creek-shopping-center","(303) 388-3900"
ChIJVVVVcOcZ2jERuHgJL1B5Aj4,"Velocity @ Novena Square","mall","238 Thomson Rd, Singapore 307683",1.3200049,103.8439137,4.1,10200,"http://www.velocitynovena.com/","6358 0700"
ChIJy5hMcg8X2jERZ88iA4l4aBY,"Compass One","mall","1 Sengkang Square, Singapore 545078",1.3920064,103.89505,4.2,10127,"http://www.compassone.sg/","6819 0733"
ChIJ5-YuwMFz2jERCJbqqo0ig0U,"Sutera Mall","mall","L1-046, Sutera Mall, 1, Jalan Sutera Tanjung 8/4, Taman Sutera Utama, 81300 Skudai, Johor, Malaysia",1.517129,103.6714742,4.1,9874,"http://www.suteramall.com/","07-558 9009"
ChIJieJYb4aJ2TERohYX7oMHxmk,"Hypermart Batam Nagoya","supplies","Jl. T. Umar / Jl. Imam Bonjol Nagoya Hill, Komp. Nagoya Hill Superblock, Batam, Level LG, Lubuk Baja Kota, Lubuk Baja, Batam City, Riau Islands 29432, Indonesia",1.146366,104.012011,4.5,9820,"http://hypermart.co.id/",""
ChIJJ24bHm5t2jERGg6dlG1GERQ,"Nimmies Pastry Cafe","cafe","171, Jln Beringin, Taman Melodies, 80250 Johor Bahru, Johor Darul Ta'zim, Malaysia",1.4904425,103.7660516,4.5,9491,"https://www.nimmiespastrycafe.com/","012-301 9272"
ChIJjQcl90sY2jER0d9ui1pFp9s,"Kallang Wave Mall","mall","1 Stadium Pl, Singapore 397628",1.3026669,103.87376409999999,4.3,9184,"https://www.sportshub.com.sg/shop-dine","6539 9276"
ChIJ2WUXmnEY2jERoGOSkJVgnrY,"Parkway Parade","mall","80 Marine Parade Rd, Singapore 449269",1.3013366,103.90523329999999,4.3,9062,"https://www.parkwayparade.com.sg/","6344 1242"
ChIJe5qyMnkZ2jERYRN7QP_pCMQ,"Tiong Bahru Plaza","mall","302 Tiong Bahru Rd, Singapore 168732",1.2866535,103.82714589999999,4.2,8966,"http://www.tiongbahruplaza.com.sg/","6276 4686"
ChIJ91hVlEIa2jERm_cxYZ2WKow,"The Star Vista","mall","1 Vista Exchange Grn, Singapore 138617",1.3068072,103.7883997,4.3,8931,"https://thestarvista.sg/","6694 3111"
ChIJjyjjwCAX2jERxYHvTxAw4X0,"Bishan-Ang Mo Kio Park","park","1384 Ang Mo Kio Ave 1, Singapore",1.3634088,103.8435614,4.5,8878,"https://www.nparks.gov.sg/contact-us",""
ChIJ_8HAraQR2jERaLrfjzD5k7Y,"Hillion Mall","mall","17 Petir Rd, Singapore 678278",1.3785144,103.76301959999999,4.2,8817,"https://www.hillionmall.com.sg/","6769 0009"
ChIJ50uIMa0Z2jER0cTt5fLaZt0,"Marina Barrage","park","8 Marina Gardens Dr, #01-03 Marina Barrage, Singapore 018951",1.2805168,103.8714399,4.6,8519,"https://www.pub.gov.sg/marinabarrage/aboutmarinabarrage","6514 5959"
ChIJb3hhFJTG2YgRBe_10SlsK1w,"The Falls","mall","8888 SW 136th St, Miami, FL 33176, USA",25.644728699999998,-80.3383436,4.6,8143,"https://www.simon.com/mall/the-falls","(305) 255-4570"
ChIJ0YqcCHYM2jERMxg2ZEztEjE,"Gleneagles Hospital Medini Johor","vet","2, Jalan Medini Utara 4, 79250 Iskandar Puteri, Johor Darul Ta'zim, Malaysia",1.4265967000000002,103.6355912,4.8,8130,"https://gleneagles.com.my/johor","07-560 1000"
ChIJkyCpkWcT2jER1Nsl0ZvOI4Q,"Bird Paradise","park","20 Mandai Lake Rd, Singapore 729825",1.4071539,103.7812684,4.7,8031,"https://www.mandai.com/en/bird-paradise.html?cmp=www%7Cbpd%7Cawa%7Cgen%7Cgg_biz%7Cgg%7C%7Cgoogle_business_profile%7C&utm_campaign=gen&utm_medium=gg_biz&utm_source=gg&",""
ChIJs5CBlukR2jER-uyFhQ2NFbU,"Lot One","mall","21 Choa Chu Kang Ave 4, Singapore 689812",1.3851168999999999,103.7449142,4.1,7854,"https://www.capitaland.com/sg/malls/lotone/en.html","6314 6200"
ChIJUzbaYws82jERXHKMRlUKIug,"Changi Beach Park","park","Nicoll Dr, Singapore 498991",1.3912863,103.99054640000001,4.5,7693,"","1800 471 7300"
ChIJB14IQoMZ2jERyjiLXouuJe0,"Great World","mall","1 Kim Seng Promenade, Singapore 237994",1.2936417,103.8319293,4.3,7673,"https://shop.greatworld.com.sg/","6737 3855"
ChIJTzOjnDcW2jERHyoyj5LFmQ4,"Hougang Mall","mall","90 Hougang Ave 10, Singapore 538766",1.372455,103.89382769999999,4,7549,"http://www.hougangmall.com.sg/","6488 9617"
ChIJ7egDUyI92jERegSiojEDekc,"Eastpoint Mall","mall","3 Simei Street 6, Singapore 528833",1.3427145,103.9530415,4.1,7534,"http://www.eastpoint.sg/","6587 7200"
ChIJxzbY1z4Q2jER7drH__TXbOI,"West Mall","mall","1 Bt Batok Central, Singapore 658713",1.3500565,103.749223,4.1,7451,"http://www.westmall.com.sg/","6309 1166"
ChIJ83SVew0Z2jERsfl0iOB4Pco,"My Awesome Cafe","cafe","202 Telok Ayer St, Singapore 068639",1.2801094000000002,103.8472056,4.7,7335,"http://www.myawesomecafe.com/","8798 1783"
ChIJDxouhvNNDogRwGkEt9yx94Y,"Yorktown Center","mall","203 Yorktown Shopping Center, Lombard, IL 60148, USA",41.8396148,-88.0069602,4.4,7075,"http://www.yorktowncenter.com/","(630) 629-7330"
ChIJQ8uk4vwa2jERqMrT6OFBMuw,"West Coast Park","park","W Coast Ferry Rd, Singapore 126978",1.2913603,103.7666534,4.4,6930,"https://www.nparks.gov.sg/gardens-parks-and-nature/parks-and-nature-reserves/west-coast-park","1800 471 7300"
ChIJRwKG2mQW2jER13VL9P5QOws,"The Seletar Mall","mall","33 Sengkang W Ave, Singapore 797653",1.3915208,103.8760834,4.2,6814,"https://theseletarmall.com.sg/","6341 6252"
ChIJz9oB1pYZ2jERqaC3PCo3CpQ,"DON DON DONKI Orchard Central","supplies","181 Orchard Road, Orchard Central, #B2 01-10/30, 43 B1, #15-29/K7/K8 &, Singapore 238896",1.3008807999999998,103.8400248,4.4,6729,"https://www.dondondonki.com/sg/","6834 4311"
ChIJQyaM-6892jER4DhQn_hqaYE,"White Sands","mall","1 Pasir Ris Central St 3, Singapore 518457",1.3724166,103.9496584,4.1,6717,"http://www.whitesands.com.sg/","6585 0606"
ChIJNTlhccg92jERBftThrByZK0,"Pasir Ris Town Park","park","Along, Pasir Ris Central, Opposite MRT Station, Singapore 519639",1.3720588,103.95268000000002,4.4,6336,"","1800 471 7300"
ChIJWQLwKP0P2jER-AOMrDbkIW8,"Jurong Lake Gardens","park","Yuan Ching Rd, Singapore",1.3348491999999998,103.72645569999999,4.6,6318,"https://www.nparks.gov.sg/juronglakegardens",""
ChIJo_z7IqkZ2jERE1tkSZmYR8o,"Millenia Walk","mall","9 Raffles Blvd, Singapore 039596",1.2916585,103.85976289999999,4.2,6117,"http://www.milleniawalk.com/","6883 1122"
ChIJfbGFlZ6y2YgR7CYFiAeb9QE,"Bal Harbour Shops","mall","9700 Collins Ave, Bal Harbour, FL 33154, USA",25.888595,-80.12488359999999,4.7,6076,"https://www.balharbourshops.com/","(305) 866-0311"
ChIJyyaE0q4e2jERSZ9xGmqPcI0,"Sofitel Singapore Sentosa","hotel","2 Bukit Manis Rd, Sentosa, Singapore 099891",1.2457019,103.8277056,4.3,6042,"http://sofitel.accor.com/hotels/9474?merchantid=seo-maps-SG-9474&sourceid=aw-cen&utm_source=google+Maps&utm_medium=seo+maps&utm_campaign=seo+maps&utm_term=Sofitel-Launch","6708 8310"
ChIJHYe2MX0T2jER6vve5JwvRvw,"Sun Plaza","mall","30 Sembawang Dr, Singapore 757713",1.4481944999999998,103.81962469999999,4,6033,"https://www.sunplaza.com.sg/","6481 4458"
ChIJMzH2uxlt2jERsbV0ysTBI8Q,"SOGO Johor Bahru","mall","Sogo midvalley, Southkey, 81100 Johor Bahru, Johor Darul Ta'zim, Malaysia",1.5004533,103.778205,4.4,5985,"https://www.sogo.com.my/","016-765 6341"
ChIJe3kTN6MR2jERr5FbmFCuxPI,"Bukit Panjang Plaza","mall","1 Jelebu Rd, Singapore 677743",1.3800396,103.7642339,4.2,5850,"http://www.bukitpanjangplaza.com.sg/",""
ChIJJ9TgVLwU2jERIYaBgBL-vn0,"Sembawang Park","park","Sembawang Rd, Singapore",1.4616658999999999,103.8368876,4.4,5829,"https://www.nparks.gov.sg/contact-us","1800 471 7300"
ChIJRZ1c0JYZ2jER6cpyNpOyf3M,"The Centrepoint","mall","176 Orchard Rd, Singapore 238843",1.3012253,103.83986519999999,4.1,5815,"http://www.thecentrepoint.com.sg/","6737 9000"
ChIJc4rrRyMa2jERC31T5xHBk0o,"PS.Cafe Harding Road","cafe","28B Harding Rd, Singapore 249549",1.3047585,103.8110071,4.4,5769,"http://www.pscafe.com/pscafe-at-harding-road/?utm_source=google&utm_medium=organic&utm_campaign=gmb","6708 9288"
ChIJncjPBA8U2jER5ol9uaCD7KY,"ORTO","park","27 W Coast Hwy, Singapore 117867",1.2831852,103.7805348,4.2,5709,"http://orto.sg/",""
ChIJU8zODXwZ2jERNsDnX0rcqpQ,"PLQ Mall","mall","10 Paya Lebar Rd, Singapore 409057",1.3176666,103.89316269999999,4.4,5678,"https://www.payalebarquarter.com/","6955 8800"
ChIJS-YaogMdai4Rbdufbh5ewZY,"Dogs Ministry | Dog Cafe • Grooming • SPA • Dog Park • Pet Shop • Dog Pool • Dog Hotel & Day Care |","cafe","Jl. Pluit Indah No.4, RT.6/RW.6, Pluit, Kecamatan Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14450, Indonesia",-6.1180185,106.79306369999999,4.8,5644,"https://www.instagram.com/dogsministry/","0811-8078-678"
ChIJbV9Xho0Z2jERrixofz0u32Q,"TANGS at Tang Plaza","mall|supplies","310 Orchard Rd, Tang Plaza, Singapore 238864",1.3047955,103.8329225,4.3,5478,"https://www.tangs.com/","6737 5500"
ChIJZRZ9yroZ2jER4R3Hm0_9Phs,"InterContinental Singapore","hotel","80 Middle Rd, Singapore 188966",1.2984504,103.85486499999999,4.6,5381,"https://www.ihg.com/intercontinental/hotels/us/en/singapore/sinhb/hoteldetail?cm_mmc=GoogleMaps-_-IC-_-SG-_-SINHB","6338 7366"
ChIJUx8eOEE92jERmp8crTVcq-8,"Cosford Container Park","park","30 Cosford Rd, Singapore 499550",1.3652545,103.98123179999999,4.8,5376,"https://cosfordcontainerpark.com/","8032 5336"
ChIJ5-zrBoEU2jERhLnuZ0bgvUw,"Sembawang Shopping Centre","mall","604 Sembawang Rd, Singapore 758459",1.4416149999999999,103.8246417,4,5302,"http://www.sembawangsc.com.sg/","6757 8000"
ChIJRX3v4ecZ2jERD0BlqjhXKCc,"United Square Shopping Mall","mall","101 Thomson Rd, Singapore 307591",1.3171849,103.8436045,4.1,5051,"http://www.unitedsquare.com.sg/","6251 5885"
ChIJjRyU93IY2jERVeVw3ZFo-is,"i12 Katong","mall","112 E Coast Rd, Singapore 428802",1.3052432999999999,103.9052341,4,4766,"https://i12katong.com.sg/","6306 3272"
ChIJe0cEPoIS2jERs_rS2qvGOxw,"Sungei Buloh Wetland Reserve","park","301 Neo Tiew Cres, Singapore 718925",1.4464304,103.723404,4.6,4613,"https://www.nparks.gov.sg/sbwr","6794 1401"
ChIJdeB0FI0Z2jERfMMx7jtAfsg,"YOTEL Singapore Orchard Road","hotel","366 Orchard Rd, Singapore 238904",1.3058933,103.8309201,4.3,4557,"https://www.yotel.com/en/hotels/yotel-singapore?utm_source=Google&utm_medium=Yext_YOSOR","6866 8000"
ChIJwz3yHMEb2jERHclcbs5KL4A,"Alexandra Retail Centre (ARC)","mall","460 Alexandra Rd, Singapore 119963",1.2739139,103.8015008,4.1,4525,"http://www.arc4u.com.sg/","6807 4438"
ChIJ7xZ3TVUZ2jERfjDHnlIvir8,"Amara Sanctuary Sentosa","hotel","Sentosa Island, 1 Larkhill Rd, Singapore 099394",1.2520799000000002,103.822159,4.3,4478,"https://sentosa.amarahotels.com/","6825 3888"
ChIJqUyluPrH2YgR7zzx1vvrHHQ,"The Shops At Sunset Place","mall","5701 Sunset Dr #350, South Miami, FL 33143, USA",25.7054689,-80.2863986,4.2,4475,"https://www.shopsunsetplace.com/","(305) 663-0482"
ChIJjS4cuwoZ2jERCTeN-k9LUIE,"Paradox Singapore","hotel","20 Merchant Rd, Singapore 058281",1.2884308,103.8458053,4.4,4463,"https://www.paradoxhotels.com/singapore/?utm_source=local-directories&utm_medium=organic&utm_campaign=travelclick-localconnect","6337 2288"
ChIJfZmGM5EZ2jERgDzwv5rdA-U,"Orchard Gateway","mall","277 Orchard Rd, Singapore 238858",1.3007001999999999,103.8394225,4.3,4288,"https://www.orchardgateway.sg/","6513 4633"
ChIJEVipoi1t2jERSAPBSPOsOpg,"Plaza Pelangi","mall","Jalan Kuning, Taman Pelangi, 80400 Johor Bahru, Johor Darul Ta'zim, Malaysia",1.4804916,103.7651672,4,4211,"","07-276 2216"
ChIJoavrZ-cZ2jEROHbTzqYlVM4,"Square 2","mall","10 Sinaran Dr, #02-04, Singapore 307506",1.3208322,103.8441474,4.1,4138,"https://www.fareastmalls.com.sg/Square-2/",""
ChIJy64vxOwP2jEReg2oFBt1KJ4,"FairPrice","supplies","63 Jurong West Central 3, #03 - 01, Singapura 648331",1.339622,103.7052417,4.4,4089,"https://www.fairprice.com.sg/","6790 1477"
ChIJqT5ZyJUL2jER9FZNyBn35go,"Bazar Mydin Anjung Nusajaya","supplies","G, 25, Jln Ismail Sultan, East Ledang, 79250 Gelang Patah, Johor, Malaysia",1.4240811000000002,103.617271,4,4052,"","07-510 1505"
ChIJNRelbgMT2jERD6Ak-zoK23U,"Admiralty Park","park","31 Riverside Rd, Singapore 730000",1.4465534999999998,103.78065649999999,4.5,4041,"https://www.nparks.gov.sg/visit/parks/park-detail/admiralty-park","1800 471 7300"
ChIJoxbzKbBt2jERvVZy1M2rIjY,"Pandan City Mall","mall","Jalan Sri Purnama, Kawasan Perindustrian Seri Pernama, 81100 Johor Bahru, Johor Darul Ta'zim, Malaysia",1.5260565,103.7646541,4.1,4013,"https://m.facebook.com/pages/category/Shopping---Retail/Pandan-City-Mall-Shopping-188186158601298/","010-214 4601"
ChIJlXvHK9MV2jERDfpqKEaKw4U,"Wildseed Café at The Summerhouse","cafe|park|mall","3 Park Ln, Level 1A Seletar Aerospace Drive, Singapore 798387",1.4079884999999999,103.86830669999999,4.3,4011,"https://www.wildseedcafe.sg/the-summerhouse","8126 7524"
ChIJJemS1tIV2jERDIQYdg9cohs,"Wheeler's Estate","cafe|park","2 Park Ln, Singapore 798386",1.4093057,103.86805869999999,4.1,3951,"http://wheelersestate.com/","9735 7332"
ChIJdwZzQABz2jERUHMr1SBm890,"Capyba Cafe","cafe","28, Jalan Nakhoda 2, Taman Ungku Tun Aminah, 81300 Skudai, Johor Darul Ta'zim, Malaysia",1.5192676999999999,103.6602159,4.7,3943,"https://www.instagram.com/capybababa","016-759 3880"
ChIJi090zPwS2jERiJCqFWoP8Z4,"Woodlands Waterfront Park","park","Admiralty Rd W, Singapore 759956",1.4530529,103.78048009999999,4.5,3902,"https://www.nparks.gov.sg/contact-us","1800 471 7300"
ChIJw62n3Vo92jERl8c1cg9hXzE,"Bedok Reservoir Park","park","760 Bedok Reservoir Rd, Singapore 479245",1.3391412999999999,103.922706,4.5,3858,"https://www.nparks.gov.sg/contact-us","1800 471 7300"
ChIJVc5t64gU2jERI8c3Wc4E65s,"B2K Pet Care","supplies","15 Yishun Industrial Street 1, #05-25 Win 5, Singapore 768091",1.4377703000000002,103.8442388,4.9,3853,"https://www.b2kpet.com/","6455 3696"
ChIJy7i1M7oZ2jERzOPX6GDhBDw,"OG Albert","supplies","60 Albert St, Singapore 189969",1.3024487999999999,103.8538286,4.1,3846,"http://www.og.com.sg/","6210 2222"
ChIJpeuce8sb2jERad66-Hwmus8,"Queensway Shopping Center","mall","1 Queensway, Shopping Centre, Singapore 149053",1.2875231,103.80310630000001,4.2,3796,"https://queenswayshoppingcentre.com.sg/",""
ChIJg1XpaYeJ2TERf7__XXuNaG0,"Nagoya Citywalk","mall","Nagoya Citywalk, Kompleks, Lubuk Baja Kota, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29444, Indonesia",1.1434176999999999,104.0075074,4.2,3759,"https://www.facebook.com/NagoyaITCentre","(0778) 430000"
ChIJcxlLrHAZ2jERm05zyojvrQU,"MERCI MARCEL TIONG BAHRU","cafe","56 Eng Hoon St, #01-68, Singapore 160056",1.2844364000000001,103.8336932,4.7,3610,"http://mercimarcelgroup.com/","6513 9145"
ChIJmXU4W4oZ2jERDul4uxP0pYc,"Tanglin Mall","mall","163 Tanglin Rd, Singapore 247933",1.3048319,103.8234545,4.2,3566,"http://www.tanglinmall.com.sg/","6736 4922"
