id,name,category,verificationStatus,verifiedBy,rating,userRatingCount,scannedReviews,dogFriendlyMentions,keywords,address,lat,lng,website,phone
ChIJR9HlRHIY2jERWtlEAWf1SsA,Hotel Indigo Singapore Katong by IHG,hotel,verified,,4.6,1429,5,0,,"86 E Coast Rd, Singapore 428788",1.304903,103.904574,https://www.ihg.com/hotelindigo/hotels/us/en/singapore/sinki/hoteldetail?cm_mmc=GoogleMaps-_-IN-_-SG-_-SINKI,6723 7001
ChIJZVxhVDsZ2jERaRXJqklVqHI,Mondrian Singapore Duxton,hotel,verified,,4.3,1165,5,0,,"16A Duxton Hl, 16A, Singapore 089970",1.2787133,103.84265459999999,https://mondrianhotels.com/singapore-duxton/?utm_source=google&utm_medium=organic&utm_campaign=gmb-website&utm_content=website_button,6019 8888
ChIJy5agVYEZ2jERx_Hsg1wmoQc,Fraser Suites Singapore,hotel,verified,,4.4,594,5,0,,"491A River Valley Rd, Singapore 248372",1.293189,103.82745430000001,http://www.frasershospitality.com/en/singapore/fraser-suites-singapore/?utm_source=google_map&utm_medium=organic,6737 5800
ChIJvTOX_40Z2jERNzvPBZ4gm3E,Orchard Parksuites,hotel,verified,,4.4,513,5,0,,"11 Orchard Turn, Singapore 238800",1.3030393999999998,103.8328135,https://www.fareasthospitality.com/en/serviced-residences/orchard-parksuites.aspx?utm_source=googleplaces_ops&utm_medium=organic,6019 0433
ChIJ7_TWkIQZ2jERIj_KXYXP7RU,Great World Residences,hotel,verified,,4.4,370,5,0,,"2 Kim Seng Walk, Singapore 239404",1.2945289,103.83139709999999,http://stay.greatworld.com.sg/?utm_source=google-local&utm_medium=organic&utm_campaign=gmb,6722 7000
ChIJPf60TCsZ2jERgsirqtErjKk,Citadines Balestier Singapore,hotel,verified,,4.4,355,5,0,,"207 Balestier Rd, #05-01, Singapore 329683",1.3210851,103.8526651,https://www.discoverasr.com/en/citadines/singapore/citadines-balestier-singapore?utm_source=google&utm_medium=maps&utm_campaign=hq-google-maps-alwayson--all-en-sg-sg-citadinesbalestiersingapore--gbp&--&cid=map::gg::hq:ind:::all:en:sg:sg:citadinesbalestiersingapore:0:gbp:0:::,6434 8888
ChIJlfvUlusZ2jERnN04sdWeKoo,Citadines Raffles Place Singapore,hotel,verified,,4.2,328,5,0,,"88 Market St, Level 9, Singapore 048948",1.2838793,103.8500724,https://www.discoverasr.com/en/citadines/singapore/citadines-raffles-place-singapore?utm_source=google&utm_medium=maps&utm_campaign=hq-google-maps-alwayson--all-en-sg-sg-citadinesrafflesplacesingapore--gbp&--&cid=map::gg::hq:ind:::all:en:sg:sg:citadinesrafflesplacesingapore:0:gbp:0:::,6958 4188
ChIJ0cGco1Qf2jERVBqlD7ZvNQ0,Raffles Sentosa Singapore,hotel,verified,,4.5,319,5,0,,"4 Bukit Manis Rd, Sentosa, Singapore 099947",1.2479824,103.8276125,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=B5Q2&merchantid=seo-maps-Singapore-B5Q2&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,6032 4688
ChIJA-LNmZcZ2jERz7Z0kmA9cvI,Adina Singapore Orchard,hotel,verified,,4.3,289,5,0,,"121 Penang Rd, Singapore 238464",1.2995207,103.8419601,https://www.adinasingapore.com/?utm_source=googleplaces_aso&utm_medium=organic,6019 0410
ChIJ16gu35IZ2jER1xm7uDaAZNI,Oakwood Studios Singapore,hotel,verified,,4.5,277,5,0,,"18 Mount Elizabeth, Singapore 228514",1.3069416999999999,103.83613439999999,https://www.discoverasr.com/en/oakwood/singapore/oakwood-studios-singapore?utm_source=google&utm_medium=maps&utm_campaign=hq-google-maps-alwayson--all-en-sg-sg-oakwoodstudiossingapore--gbp&--&cid=map::gg::hq:ind:::all:en:sg:sg:oakwoodstudiossingapore:0:gbp:0:::,6950 7888
ChIJVdv5mfoa2jERF3GXNJ7AJVo,"Oasia Residence, Singapore",hotel,verified,,4.6,273,5,0,,"123 W Coast Cres, Located within Seahill, Singapore 126779",1.2990979,103.7648561,https://www.oasiahotels.com/en/singapore/serviced-residences/oasia-residence-singapore?utm_source=googleplaces_ors&utm_medium=organic,6254 1746
ChIJE8QfUwAZ2jER-O82OmOuUjw,QT Singapore,hotel,verified,,4.6,248,5,0,,"35 Robinson Rd, Singapore 068876",1.2799728,103.8497276,https://www.qthotels.com/singapore/?utm_source=google&utm_medium=organic&utm_campaign=gmb,6701 6800
ChIJIbYcWp4Z2jEREEBncMMcavQ,Village Residence Robertson Quay,hotel,verified,,4.4,219,5,0,,"30 Robertson Quay, Singapore 238251",1.2912698999999999,103.84143999999999,https://www.villagehotels.asia/en/serviced-residences/village-residence-robertson-quay?utm_source=googleplaces_rsv&utm_medium=organic,6019 0366
ChIJsQy_FZcZ2jERs0T0JZqMZ8U,"Lanson Place Winsland, Singapore",hotel,verified,,4.7,173,5,0,,"167 Penang Rd, Singapore 238462",1.2996481,103.8404944,https://lansonplace.com/winsland/,6834 0880
ChIJhSIQKfIa2jERMoN3GHZ4d-w,Village Residence West Coast,hotel,verified,,4.4,144,5,0,,"154 W Coast Rd, Singapore 127371",1.3033392,103.7658743,https://www.villagehotels.asia/en/serviced-residences/village-residence-west-coast?utm_source=googleplaces_vrwc&utm_medium=organic,6019 0371
ChIJl24zGgAZ2jERBirWn7tYkVc,Alma House,hotel,verified,,4.3,144,5,0,,"46 Kim Yam Rd, #03-03, Singapore 239351",1.2922031999999999,103.8390398,https://www.almahouse.sg/,9853 7177
ChIJzfcnKcAZ2jERv7TnhIwZHVE,"The Standard, Singapore",hotel,verified,,4.4,135,5,0,,"12 Orange Grove Rd, Singapore 258353",1.3101798999999998,103.82617139999999,https://www.hyatt.com/en-US/hotel/singapore/the-standard-singapore/sinss?src=corp_lclb_google_seo_sinss&utm_source=google&utm_medium=organic&utm_campaign=lmr,6040 1888
ChIJNZbjTGUZ2jERKa8kKzmbkO8,"Fraser Residence Orchard, Singapore",hotel,verified,,4.6,125,5,0,,"31 Paterson Rd, Singapore 238522",1.3013843,103.8298277,http://www.frasershospitality.com/en/singapore/fraser-residence-orchard-singapore/?utm_source=google_map&utm_medium=organic,6731 0888
ChIJl48VRQ4Z2jER8BcCpeEhkwg,Aurealis Serviced Residence at Marina Bay,hotel,verified,,4.9,111,5,0,,"2 Marina Blvd, Singapore 018987",1.2813793000000002,103.8528525,https://www.aurealisgroup.com/,6509 0100
ChIJB1H3aJsQ2jERu3VtVJgQ1kE,Wilby Residences Bukit Timah,hotel,verified,,4.4,109,5,0,,"25 Wilby Rd, Singapore 276300",1.3321565,103.78839959999999,http://www.wilbyresidences.com/,6305 0505
ChIJK7xLl1gZ2jERP_GdUY9XNLo,VivoCity,mall,verified,,4.5,54287,5,0,,"1 HarbourFront Walk, Singapore 098585",1.2647138999999998,103.8231658,http://www.vivocity.com.sg/,6377 6870
ChIJeRqAraYX2jERQpyIAXSU1SU,NEX,mall,verified,,4.3,22025,5,0,,"Serangoon Central, 23, Singapore 556083",1.3507155,103.8720247,http://www.nex.com.sg/,6416 6366
ChIJb20nHg8Q2jERuBnOGGnuq-s,Jem,mall,verified,,4.3,17610,5,0,,"50 Jurong Gateway Rd, Singapore 608549",1.332647,103.7433111,http://www.jem.sg/,6225 5536
ChIJLTCPpuQV2jERYMYF_2uprDE,Waterway Point,mall,verified,,4.4,14770,5,0,,"83 Punggol Central, Singapore 828761",1.4064412,103.9020846,http://www.waterwaypoint.com.sg/,6812 7300
ChIJ82AoVA8Q2jERkHnr1RPW9B4,Westgate,mall,verified,,4.3,14718,5,0,,"3 Gateway Dr, Singapore 608532",1.334382,103.7427836,https://www.capitaland.com/sg/malls/westgate/en.html,6908 3737
ChIJl_sOMpIZ2jERKgmuCf4FCs0,Paragon,mall,verified,,4.4,14006,5,0,,"290 Orchard Rd, Singapore 238859",1.3039633,103.8360565,https://www.paragon.com.sg/,
ChIJg0iEvagT2jERLpza72gaJ08,Causeway Point,mall,verified,,4.3,13688,5,0,,"1 Woodlands Sq, Singapore 738099",1.4360933,103.78594710000002,https://www.causewaypoint.com.sg/,6894 2237
ChIJPyKq0o082jERd1bghvwiadU,Changi City Point,mall,verified,,4.3,12381,5,0,,"5 Changi Business Park Central 1, Singapore 486038",1.3342732,103.96273869999999,http://www.changicitypoint.com.sg/,
ChIJwSNJ77oZ2jERuX8Bl5bU2tI,Bugis+,mall,verified,,4.3,12300,5,0,,"201 Victoria St, Singapore 188067",1.2995955,103.8542191,http://www.bugisplus.com.sg/en/,
ChIJg6KI8ZEZ2jER9W7OwvUXPRs,Takashimaya Shopping Centre,mall,verified,,4.5,11965,5,0,,"391 Orchard Rd, Singapore 238872",1.3024048,103.8347024,https://www.takashimayasc.com.sg/,6738 1111
ChIJ18C-mwoZ2jERlpSawcucgk0,Clarke Quay Central,mall,verified,,4.3,11147,5,0,,"6 Eu Tong Sen St, Singapore 059817",1.2890252,103.8466098,https://www.fareastmalls.com.sg/Clarke-Quay-Central/,
ChIJq8UGJo4a2jER0ypiQDLiXpg,The Clementi Mall,mall,verified,,4.1,10604,5,0,,"3155 Commonwealth Ave W, Singapore 129588",1.314918,103.76430889999999,https://www.theclementimall.com/,6659 4118
ChIJy5hMcg8X2jERZ88iA4l4aBY,Compass One,mall,verified,,4.2,10127,5,0,,"1 Sengkang Square, Singapore 545078",1.3920064,103.89505,http://www.compassone.sg/,6819 0733
ChIJjQcl90sY2jER0d9ui1pFp9s,Kallang Wave Mall,mall,verified,,4.3,9184,5,0,,"1 Stadium Pl, Singapore 397628",1.3026669,103.87376409999999,https://www.sportshub.com.sg/shop-dine,6539 9276
ChIJ91hVlEIa2jERm_cxYZ2WKow,The Star Vista,mall,verified,,4.3,8931,5,0,,"1 Vista Exchange Grn, Singapore 138617",1.3068072,103.7883997,https://thestarvista.sg/,6694 3111
ChIJ_8HAraQR2jERaLrfjzD5k7Y,Hillion Mall,mall,verified,,4.2,8817,5,0,,"17 Petir Rd, Singapore 678278",1.3785144,103.76301959999999,https://www.hillionmall.com.sg/,6769 0009
ChIJs5CBlukR2jER-uyFhQ2NFbU,Lot One,mall,verified,,4.1,7854,5,0,,"21 Choa Chu Kang Ave 4, Singapore 689812",1.3851168999999999,103.7449142,https://www.capitaland.com/sg/malls/lotone/en.html,6314 6200
ChIJB14IQoMZ2jERyjiLXouuJe0,Great World,mall,verified,,4.3,7673,5,0,,"1 Kim Seng Promenade, Singapore 237994",1.2936417,103.8319293,https://shop.greatworld.com.sg/,6737 3855
ChIJHYe2MX0T2jER6vve5JwvRvw,Sun Plaza,mall,verified,,4,6033,5,0,,"30 Sembawang Dr, Singapore 757713",1.4481944999999998,103.81962469999999,https://www.sunplaza.com.sg/,6481 4458
ChIJU8zODXwZ2jERNsDnX0rcqpQ,PLQ Mall,mall,verified,,4.4,5678,5,0,,"10 Paya Lebar Rd, Singapore 409057",1.3176666,103.89316269999999,https://www.payalebarquarter.com/,6955 8800
ChIJbV9Xho0Z2jERrixofz0u32Q,TANGS at Tang Plaza,mall,verified,,4.3,5478,5,0,,"310 Orchard Rd, Tang Plaza, Singapore 238864",1.3047955,103.8329225,https://www.tangs.com/,6737 5500
ChIJ5-zrBoEU2jERhLnuZ0bgvUw,Sembawang Shopping Centre,mall,verified,,4,5302,5,0,,"604 Sembawang Rd, Singapore 758459",1.4416149999999999,103.8246417,http://www.sembawangsc.com.sg/,6757 8000
ChIJfZmGM5EZ2jERgDzwv5rdA-U,Orchard Gateway,mall,verified,,4.3,4288,5,0,,"277 Orchard Rd, Singapore 238858",1.3007001999999999,103.8394225,https://www.orchardgateway.sg/,6513 4633
ChIJoavrZ-cZ2jEROHbTzqYlVM4,Square 2,mall,verified,,4.1,4138,5,0,,"10 Sinaran Dr, #02-04, Singapore 307506",1.3208322,103.8441474,https://www.fareastmalls.com.sg/Square-2/,
ChIJmXU4W4oZ2jERDul4uxP0pYc,Tanglin Mall,mall,verified,,4.2,3566,5,0,,"163 Tanglin Rd, Singapore 247933",1.3048319,103.8234545,http://www.tanglinmall.com.sg/,6736 4922
ChIJZdlKPGAX2jERZlOP1cN5tpE,Zhongshan Mall,mall,verified,,4.1,3357,5,0,,"20 Ah Hood Rd, Singapore 329984",1.3270617999999998,103.8464431,https://zhongshanmall.com.sg/,6250 2200
ChIJIf-M9qAT2jERd0qCLuYmM3E,888 Plaza,mall,verified,,4.1,3185,5,0,,"888 Woodlands Drive 50, Singapore 730888",1.438178,103.7955224,,
ChIJdVshco0Z2jER5H03m10YGas,Shaw Centre,mall,verified,,4.2,3143,5,0,,"1 Scotts Rd, Singapore 228208",1.3062932,103.8318472,http://www.shawcentre.sg/,6887 5881
ChIJSX0T2lMQ2jERa6Ixq0d5hkA,The Rail Mall,mall,verified,,4.1,2981,5,0,,"Upper Bukit Timah Rd, Fuyong Estate, Singapore 678040",1.3580838,103.7679036,http://www.railmall.com.sg/,6507 0180
ChIJQe8Ik4wZ2jERM78XCNBVhe0,Forum The Shopping Mall,mall,verified,,4,2777,5,0,,"583 Orchard Rd, Singapore 238884",1.3061667,103.8284991,http://forumtheshoppingmall.com.sg/,6732 2469
ChIJqXtKrnIT2jER7Gg-cMTC1PE,Woodlands Mart,mall,verified,,4.1,2666,5,0,,"768 Woodlands Ave 6, Singapore 730768",1.4454882999999998,103.79799,,
ChIJ3Zrkj1IQ2jER7alm3mrpVPQ,HillV2,mall,verified,,4.1,2545,5,0,,"4 Hillview Rise, Singapore 667979",1.363354,103.7643204,https://www.fareastmalls.com.sg/hillv2,
ChIJdR-cZRs92jERlcWm17Xs_oo,Tampines N2 Shopping Street,mall,verified,,4.2,1894,5,0,,"208A Tampines Ave 2, Singapore 521208",1.3524446,103.9539669,,
ChIJaWh-cCwV2jERSnTOal0Uj8M,Junction Nine,mall,verified,,4.1,1766,5,0,,"18 Yishun Ave 9, Singapore 768897",1.4331479999999999,103.8417427,https://junctionnine.sg/,6255 0717
ChIJY3E5sAI92jER_fY5uKZt2Bc,Tampines Mart,mall,verified,,4.1,1621,5,0,,"Tampines Street 32, Singapore 529287",1.3539206,103.95989259999999,,6789 7772
ChIJPwriazYQ2jER8tcEv-XxROQ,Bukit Gombak Neighbourhood Centre,mall,verified,,4.3,1610,5,0,,"373 Bukit Batok Street 31, Singapore 650373",1.3586192,103.75046239999999,,
ChIJyZ4g7KUZ2jERap2fFAXE3a8,South Beach Avenue,mall,verified,,4.4,1484,5,0,,"26 Beach Rd, Singapore 189768",1.2942384,103.8557517,https://southbeach.sg/,6672 5722
ChIJs5FVJhIX2jER7efvOK7ObVM,The Woodleigh Mall,mall,verified,,4,1288,5,0,,"11 Bidadari Park Dr, Singapore 367803",1.3386593000000002,103.87176889999999,https://www.thewoodleighmall.com/,6320 0129
ChIJTW4fr5wT2jEReGufQu0QfWQ,Vista Point,mall,verified,,4.2,1227,5,0,,"548 Woodlands Drive 44, Singapore 730548",1.4313837,103.7938289,,8803 7876
ChIJR9HlRHIY2jER9RAgYi5Pqbs,Katong Square,mall,verified,,4,1154,5,0,,"E Coast Rd, #86-88, Singapore 428788",1.3048285,103.9045422,http://katongsquare.com.sg/,6387 6337
ChIJw3DaQ4w92jERiq4bkOKxA0g,Market Square,mall,verified,,4.4,810,5,0,,"1 Pasir Ris Cl, Singapore 519599",1.3768437999999998,103.9552975,https://www.downtowneast.com.sg/,6589 1688
ChIJf2SJA2sa2jERSrwcPU_QRvI,Raffles Holland V Mall,mall,verified,,4,809,5,0,,"118 Holland Ave, Singapore 278973",1.3105304,103.79635599999999,https://facebook.com/raffleshollandv/,6262 3501
ChIJjT_ThNUT2jER5XX8cPcvRTw,The Woodgrove,mall,verified,,4.3,787,5,0,,"30 Woodlands Ave 1, Singapore 739065",1.4291794,103.78107820000001,,
ChIJAcrUCiIX2jERugq6oHt9OgQ,Bishan North Shopping Mall,mall,verified,,4.1,758,5,0,,"282 Bishan Street 22, Singapore 570282",1.3582587,103.844478,,
ChIJnV4ZVGoa2jERtOxCkkl9xvA,CS Fresh @ Holland Shopping Centre,mall,verified,,4.1,720,5,0,,"211 Holland Ave, #01-02,04,05 Holland Shopping Ctr, Singapore 278967",1.3101604,103.7954036,https://coldstorage.com.sg/?utm_source=googlemybusiness&utm_campaign=hollandvillage,6891 8100
ChIJlwOQpJ4Z2jER5EGYnv1VcvE,New Bahru,mall,verified,,4.1,588,5,0,,"46 Kim Yam Rd, New Bahru, Singapore 239351",1.2928106,103.8386992,https://www.newbahru.com/,
ChIJ3ShIxCc92jER20y0Rvqw-vc,N4 Neighbourhood Centre,mall,verified,,4.2,567,5,0,,"Tampines Street 43, Singapore 520477",1.3605239,103.9531662,,
ChIJGe2Jmu8Z2jERF13O2J2LQHY,Balmoral Plaza,mall,verified,,4,535,5,0,,"271 Bukit Timah Rd, Singapore 259708",1.3166449,103.8351761,,6589 8494
ChIJx0IhAbQ92jERBHWmI_pJ3U4,E!Avenue,mall,verified,,4.4,495,5,0,,"1 Pasir Ris Cl, Singapore 519599",1.3768231,103.95511069999999,https://www.downtowneast.com.sg/,6282 7381
ChIJxyo7LVYR2jERqlNRm9RkBUM,Keat Hong Shopping Centre,mall,verified,,4,421,5,0,,"253 Choa Chu Kang Ave 1, Singapore 680253",1.3774404999999998,103.744394,,
ChIJV2n_PgoX2jERwpy8Mk8mhaY,The Poiz Centre,mall,verified,,4.1,409,5,0,,"51 Upper Serangoon Rd, Singapore 347697",1.3315158,103.8683822,http://thepoizcentre.com.sg/,8866 3773
ChIJHT9PqWsa2jER7cXRi00lkjY,Holland Piazza,mall,verified,,4.1,400,5,0,,"3 Lor Liput, Singapore 277725",1.3106826999999999,103.7952282,https://m.facebook.com/hollandpiazzasg/,
ChIJleHRO_wZ2jERDtVEaVmZLxw,Riverside Point,mall,verified,,4.3,358,5,0,,"30 Merchant Rd, Singapore 058282",1.2894373,103.84410629999999,https://www.fareastmalls.com.sg/riverside-point,
ChIJ3Vl0QJEZ2jERRD1FJaKSd_M,DORS at Design Orchard,mall,verified,,4.3,343,5,0,,"250 Orchard Rd, #01-01 Design Orchard, Singapore 238905",1.302084,103.8377866,https://www.dors.com.sg/,9379 4725
ChIJVVTKP1kb2jERCbrBLu7FAqw,Empress Mall,mall,verified,,4.2,123,5,0,,"8 Empress Rd, Singapore 260008",1.3163869,103.80536550000001,,
ChIJi0tjMTgZ2jERLCOOB3U7-D4,Asylum Coffeehouse,cafe,verified,,4.7,855,5,0,,"311 Jln Besar, Singapore 208970",1.3113674,103.85904889999999,https://www.asylumcoffeehouse.com/,8921 9875
ChIJzSWzODUZ2jERZm7fIoA8ee0,Seng House — Hainanese-Western Café in Tanjong Katong,cafe,verified,,4.4,844,5,0,,"214 Tanjong Katong Rd, Singapore 437007",1.3073245999999998,103.89527129999999,http://www.senghouse.sg/,9182 6388
ChIJg_Lj4bQZ2jERWFMZFIv2zzg,The Providore - VivoCity,cafe,verified,,4.6,824,5,0,,"1 HarbourFront Walk, #01-188, Singapore 098585",1.2649477,103.8211444,https://theprovidore.com/,6221 7056
ChIJz_AlpkMZ2jERi845_PlNXrc,Earlybird,cafe,verified,,4.5,824,5,0,,"17 Jln Pinang, Singapore 199149",1.3028952,103.8581992,https://www.facebook.com/earlybirdcafesingapore,9788 6856
ChIJ9WhnrQwY2jER-jYA2heV9Pw,Mel's Place Restaurant & Bar,cafe,verified,,4.2,823,5,0,,"2A Kuo Chuan Ave, Singapore 426897",1.3075329999999998,103.90788099999999,http://melsplace.com.sg/,6440 3573
ChIJfcrDA48Z2jERo45o85-z2H8,BreakfastGrill - East Coast,cafe,verified,,4.5,815,5,0,,"380 E Coast Rd, Singapore 428986",1.3086411,103.9113464,https://www.breakfastgrillsg.com/,8612 8807
ChIJRe5m0qUX2jERaF5thYhp2ds,Eleven Strands,cafe,verified,,4.2,806,5,0,,"66 Yio Chu Kang Rd, Singapore 545568",1.3574947,103.8755726,http://www.elevenstrands.sg/,9487 1398
ChIJV-m34hY82jERTiaT7147egA,Chock Full Of Beans,cafe,verified,,4.2,787,5,0,,"4 Changi Village Rd, #01-2090, Singapore 500004",1.3894362,103.9873666,https://www.facebook.com/cfob.changi/,8428 8203
ChIJQ9_41soX2jERSnkjDdP6bR4,Rise Bakehouse @ Potong Pasir,cafe,verified,,4.7,779,5,0,,"148 Potong Pasir Ave 1, #01-53, Singapore 350148",1.3326694,103.8680478,http://www.risebakehouse.sg/,8928 9111
ChIJAchazzI92jERz9jSEMtC-f8,Fat Po,cafe,verified,,4.1,770,5,0,,"10 Tebing Ln, #01-05/06, Singapore 828836",1.3931286999999999,103.91725989999999,https://www.facebook.com/fatposg/,6244 4505
ChIJeVaLQcoV2jERMuPmS4m2PX4,slow bakes,cafe,verified,,4.2,615,5,0,,"30A Yishun Central 1, Singapore 768796",1.4263793,103.8383611,https://www.realfoodgrocer.com/slow-bakes-menu,
ChIJ62fG0iAX2jERC-fVgo2Q4gg,Lucky Cat Vegetarian/Vegan Cafe,cafe,verified,,4.6,586,5,0,,"35 Hougang Ave 3, #01-02, Singapore 538840",1.364505,103.89247429999999,https://www.instagram.com/luckycatsg/,
ChIJv54-ECwZ2jERw8V-N3dPCEU,the RITUAL,cafe,verified,,4.3,549,5,0,,"383 Bukit Timah Rd, #01-09B, Singapore 259727",1.3195389,103.827332,http://www.theritual.co/,6208 7496
ChIJNxLu-EAb2jER_a4Y4ahn8TU,Red Sparrow,cafe,verified,,4,547,5,0,,"11 Dempsey Rd, #01-18, 249673, Singapore 249673",1.3040143,103.8100743,https://www.facebook.com/sgredsparrow,6776 6118
ChIJqTrZJ2IQ2jERQJyVWDGL0fM,The Signature Patisserie,cafe,verified,,4.6,478,5,0,,"21 Lor Kilat, #01-01, Singapore 598123",1.3409415999999998,103.7733245,http://www.thesignaturepatisserie.com/,6463 0919
ChIJ2wqU5TYZ2jERzK_enyQbAro,June Coffee,cafe,verified,,4.2,469,5,0,,"49 E Coast Rd, Singapore 428768",1.3049789,103.90309710000001,http://www.junecoffeesg.com/,
ChIJ8xUbpD0X2jER7-GZsNo-clo,COTTAGE by The Straits People Cafe (TSP Coffee),cafe,verified,,4.5,411,5,0,,"1 Pemimpin Dr, #01-02, Singapore 576151",1.3520021,103.84295069999999,,8756 6724
ChIJwwAK0CYY2jERwMAtl272d2w,Nom Bistro,cafe,verified,,4.3,334,5,0,,"400 Paya Lebar Way, Level 1 MacPherson Community Club, Singapore 379131",1.3235614999999998,103.8845738,http://order.noothermeaning.com/,6747 3839
ChIJ4aryd_oX2jER8wW0zUiUhPk,Monday Coffee Bar,cafe,verified,,4.5,283,5,0,,"421 Ang Mo Kio Ave 10, Singapore 560421",1.3654625,103.85293929999999,http://www.mondaycoffeebar.com/,
ChIJUeVNB7EX2jERClDwUzLoBDs,Grillhood Mains,cafe,verified,,4.7,258,5,0,,"603 Ang Mo Kio Ave 5, #01-2661, Singapore 560603",1.3800696,103.835443,,6261 4166
ChIJ5VZx8asR2jERno-_G_Bt-vA,Better Days Cafe & Bar,cafe,verified,,4.8,257,5,0,,"144 Upper Bukit Timah Rd, #04-12A, Singapore 588177",1.3423741,103.77625929999999,https://www.betterdayssg.com/,8806 0890
ChIJJZkK1ngb2jER9ReC0MzAubc,Baristart Coffee Singapore (Sentosa),cafe,verified,,4.1,256,5,0,,"40 Siloso Bch Walk, Sentosa, Singapore 098996",1.2540392999999999,103.8146173,http://baristartcoffee.sg/,6970 0631
